"dane","municipio","departamento","potencial","total","senado.nal","senado.ind","blancos","sin.marcar","nulos","abstencion","CAMBIO RADICAL","CDMFCG","CONSERVADORES","LA U","LIBERALES","MIRA","PDA","POC","VERDES","validos"
18247,"EL DONCELLO","Caquetá",15540,5711,4543,62,191,613,493,63.2496782496782," 316","1045"," 484"," 293"," 696","1095"," 244","  33"," 146",4796
18256,"EL PAUJIL","Caquetá",11459,3509,2706,38,104,426,339,69.37778165634,"110","386","115","545","262","883","163"," 25","113",2848
18001,"FLORENCIA","Caquetá",107696,49799,41398,692,2111,2880,4829,53.7596568117665," 1742","13975"," 3994"," 3068"," 3349"," 4181"," 7419","  456"," 1103",44201
18410,"LA MONTAÃITA","Caquetá",9605,3050,2463,42,56,346,199,68.2457053617907," 93","324","482","165","452","354","239"," 26","272",2561
18460,"MILAN","Caquetá",6547,1847,1382,131,33,178,156,71.7886054681533," 51","239","323","101","261","158"," 75"," 45"," 96",1546
18479,"MORELIA","Caquetá",3231,1465,1163,25,25,159,118,54.6580006190034," 60","404","134"," 62","174","179"," 71"," 18"," 36",1213
18592,"PUERTO RICO","Caquetá",17771,5312,3898,147,255,769,498,70.1086039052389,"129","955","425","304","760","550","246"," 58","216",4300
18610,"SAN JOSE DEL FRAGUA","Caquetá",8630,3582,2792,162,86,320,308,58.4936268829664," 64","601","403","457","182","712","149"," 27","111",3040
18753,"SAN VICENTE DEL CAGUAN","Caquetá",28579,6917,5511,89,370,737,580,75.7969138178383," 357","1171"," 437"," 936"," 741"," 620"," 514","  54"," 311",5970
18756,"SOLANO","Caquetá",7397,1633,1188,85,34,210,150,77.9234824929025," 71"," 94","329"," 20","110"," 86"," 37"," 13","394",1307
18785,"SOLITA","Caquetá",5372,1896,1385,31,40,228,252,64.7058823529412," 48","169","412","109","323","163"," 41"," 47"," 33",1456
18860,"VALPARAISO","Caquetá",6146,2414,1977,24,38,169,244,60.7224210868858," 80","288","372","113","597","396"," 52"," 11"," 30",2039
85010,"AGUAZUL","Casanare",24572,12555,10232,231,631,823,1269,48.9052580172554," 567","3415"," 473","1110"," 382"," 230"," 204"," 151","3069",11094
85015,"CHAMEZA","Casanare",1362,841,704,3,16,109,25,38.2525697503671,"159","160"," 42"," 62","138","  4"," 11","  2","110",723
85125,"HATO COROZAL","Casanare",6728,3383,2707,64,72,298,314,49.717598097503," 107","1449","  64"," 277"," 181","  15","  39","  42"," 461",2843
85136,"LA SALINA","Casanare",805,407,306,6,14,48,47,49.4409937888199," 63"," 11","106","  4"," 14","  0"," 11","  1"," 82",326
85139,"MANI","Casanare",8792,3697,2966,118,153,303,310,57.9504094631483," 117","1037","  58"," 371"," 228","  84","  81","  30"," 807",3237
85162,"MONTERREY","Casanare",10205,5310,4257,197,240,395,461,47.9666829985301," 388","1277"," 127"," 537"," 305","  93"," 107","  79","1104",4694
85225,"NUNCHIA","Casanare",5945,3381,2649,32,79,452,248,43.1286795626577,"260","981","154","149","153"," 24"," 86"," 12","751",2760
85230,"OROCUE","Casanare",7158,3402,2532,101,108,468,301,52.4727577535624,"168","372"," 42","853","569"," 54"," 58"," 31","277",2741
85250,"PAZ DE ARIPORO (MORENO)","Casanare",20386,9787,8172,110,294,755,750,51.9915628372412," 317","3851"," 105"," 685"," 480"," 147"," 127","  89","2077",8576
85263,"PORE","Casanare",5706,3359,2613,75,80,385,286,41.1321416053277," 122","1286","  45"," 181"," 153","  19","  70","  37"," 620",2768
85279,"RECETOR","Casanare",1300,737,600,6,12,58,73,43.3076923076923," 63","116"," 26"," 81"," 25","  3"," 13","  4","257",618
85300,"SABANALARGA","Casanare",2624,1633,1357,12,48,148,116,37.7667682926829,"176","232"," 37","223"," 32"," 12"," 22"," 23","552",1417
85315,"SACAMA","Casanare",1373,698,489,19,23,128,62,49.1624180626366," 40"," 46"," 62"," 21"," 46"," 15"," 10","  4","222",531
85325,"SAN LUIS DE PALENQUE","Casanare",5281,2788,2296,54,85,268,170,47.2069683772013,"240","713"," 27","228","186"," 35"," 52"," 20","710",2435
85400,"TAMARA","Casanare",4152,2014,1487,40,44,337,150,51.4932562620424,"207","489"," 44","160","301","  3"," 36"," 20","183",1571
85410,"TAURAMENA","Casanare",14029,7299,5956,152,374,443,748,47.9720578801055," 513","2356"," 243"," 575"," 276","  66"," 206"," 120","1227",6482
85430,"TRINIDAD","Casanare",8710,4356,3554,64,157,403,335,49.9885189437428," 673","1047","  50"," 178"," 513","  18","  63","  26"," 829",3775
85440,"VILLANUEVA","Casanare",17821,8485,6814,146,575,861,664,52.3876325683183," 332","1919"," 282","1546"," 347"," 182"," 138"," 158","1335",7535
85001,"YOPAL","Casanare",88428,46037,37528,909,2374,2177,5423,47.9384357895689," 1435","10979"," 1101"," 3178"," 2372","  929","  831","  618","13711",40811
19022,"ALMAGUER","Cauca",11955,4977,2910,903,41,607,557,58.3688833124216," 414","  16"," 190"," 633","1373","  12"," 103","  13"," 115",3854
19050,"ARGELIA","Cauca",15177,4872,4157,38,146,449,228,67.8987942281083,"  69","  30"," 294","  81","2210","  32"," 109","  18","1168",4341
19075,"BALBOA","Cauca",15144,6305,5006,175,146,669,455,58.3663497094559," 342"," 123"," 617"," 790","2325","  54"," 128","  60"," 421",5327
19100,"BOLIVAR","Cauca",30840,12918,11126,71,222,740,981,58.1128404669261," 520"," 241"," 586","4610","4136","  45"," 477","  37"," 252",11419
19110,"BUENOS AIRES","Cauca",14705,5437,3739,291,186,686,721,63.0261815708943," 675"," 114"," 318","1214"," 782","  29"," 128","  61"," 232",4216
19130,"CAJIBIO","Cauca",22065,8462,5952,291,338,1487,732,61.6496714253342," 783"," 407","1289"," 527","1949"," 104"," 248","  49"," 258",6581
19137,"CALDONO","Cauca",19141,8251,3135,3029,234,1242,845,56.8935792278355," 346"," 184"," 466"," 150","1313"," 132"," 105","  49"," 156",6398
19142,"CALOTO","Cauca",16986,8401,5516,1287,223,599,999,50.5416225126575," 230"," 758"," 688"," 598","2139"," 227","  86"," 193"," 374",7026
19212,"CORINTO","Cauca",16329,7617,4079,1768,379,780,990,53.3529303692816," 624"," 243"," 114"," 278","1460"," 409","  91","  51"," 430",6226
19256,"EL TAMBO","Cauca",33288,11796,8209,267,431,2109,1211,64.563806777217," 382"," 940"," 565","1422","3247"," 391"," 453","  74"," 304",8907
19290,"FLORENCIA","Cauca",4432,2146,1604,60,56,299,183,51.5794223826715,"103"," 79","198","514","533","  5"," 66","  4"," 46",1720
19300,"GUACHENE","Cauca",11486,6491,4632,138,165,745,976,43.4877241859655," 699"," 147"," 121"," 858","1848"," 385","  55","  94"," 260",4935
19318,"GUAPI","Cauca",18736,7820,6392,66,104,623,739,58.2621690862511," 475","  51"," 828","1680","1102","  43","  69"," 633","1407",6562
19355,"INZA","Cauca",15644,6786,3473,1635,153,1114,564,56.6223472257735,"  36"," 271","1480"," 408"," 361","  17"," 653","  54","  40",5261
19364,"JAMBALO","Cauca",7602,4190,907,2288,79,552,443,44.882925545909," 38"," 37"," 99","113","367"," 12"," 19"," 16","127",3274
19392,"LA SIERRA","Cauca",8579,3923,2814,105,127,454,550,54.2720596806155,"  41"," 123","  95"," 934","1059"," 182"," 113","  86","  54",3046
19397,"LA VEGA","Cauca",14753,6790,5142,236,114,610,802,53.9754626177727,"  77","  74"," 737","2602","1268","  63","  66","  19"," 122",5492
19418,"LOPEZ (MICAY)","Cauca",12231,4886,4258,57,11,319,252,60.0523260567411," 436","   8"," 534","1223","1868","   6","   3"," 152","  17",4326
19450,"MERCADERES","Cauca",13651,4830,4019,45,156,382,384,64.6179767050033," 156"," 132"," 701","1598"," 916"," 105","  95","  14"," 146",4220
19455,"MIRANDA","Cauca",17682,8727,6623,469,311,606,1029,50.6447234475738," 518"," 540"," 453","2195","1062"," 241"," 549","  82"," 672",7403
19473,"MORALES","Cauca",17360,6125,3946,780,244,869,530,64.7177419354839," 104"," 262"," 873"," 257","1784"," 155"," 131","  40","  96",4970
19513,"PADILLA","Cauca",6248,3182,2297,120,130,297,468,49.0717029449424,"509"," 42"," 93","697","486"," 13","104"," 55","168",2547
19517,"PAEZ (BELALCAZAR)","Cauca",18426,8261,3416,2952,159,1074,819,55.1666123955281," 117"," 270"," 612"," 156","1873","  33","  39","  34"," 123",6527
19532,"PATIA (EL BORDO)","Cauca",24683,8434,6929,100,314,763,642,65.8307337033586," 309"," 478"," 567","1374","1978"," 104"," 214","  41","1550",7343
19533,"PIAMONTE","Cauca",4500,1376,993,117,41,147,119,69.4222222222222," 45","100"," 44","369","210"," 14"," 34"," 18","118",1151
19548,"PIENDAMO","Cauca",25075,10694,7184,497,680,1873,1140,57.3519441674975," 226"," 774","2122"," 696","1495"," 301"," 407"," 138"," 345",8361
19001,"POPAYAN","Cauca",210431,91881,72990,3187,8036,5085,10619,56.3367564664902," 2397","13304"," 8959"," 6543","18288"," 7610"," 4051","  499"," 3303",84213
19573,"PUERTO TEJADA","Cauca",30393,12627,9066,373,646,1057,2131,58.4542493337282," 865"," 484"," 616","1930","2932"," 473"," 386"," 265"," 469",10085
19585,"PURACE (COCONUCO)","Cauca",8222,3267,2003,554,151,305,405,60.2651423011433," 104","  94","  42","  86","1422","  38","  26","  18","  22",2708
19622,"ROSAS","Cauca",8125,3623,2702,55,120,391,475,55.4092307692308,"  75"," 219"," 372"," 516","1064"," 142"," 142","  10","  42",2877
19693,"SAN SEBASTIAN","Cauca",6988,4090,3478,21,24,335,256,41.4710933028048,"  27"," 172","  53"," 841","2315","   5","  16","   8","  17",3523
19701,"SANTA ROSA","Cauca",3977,1667,1276,111,41,180,100,58.0839829016847,"156"," 94","197","367","303"," 23"," 69","  6"," 20",1428
19698,"SANTANDER DE QUILICHAO","Cauca",68235,29310,21170,2342,1685,2157,3641,57.0455045064849,"2574","2673","1832","3034","4912","2280"," 851"," 693"," 636",25197
19743,"SILVIA","Cauca",20912,8124,3565,2390,338,1204,965,61.1514919663351," 430"," 345"," 487"," 332","1072","  66"," 221","  35"," 239",6293
19760,"SOTARA (PAISPAMBA)","Cauca",7048,3002,2143,87,128,446,326,57.4063564131669," 38","318","149","615","704"," 64"," 64"," 15"," 48",2358
19780,"SUAREZ","Cauca",15274,5241,3868,294,135,415,664,65.6867880057614," 363"," 252"," 521"," 890","1375","  20"," 183","  25"," 104",4297
19785,"SUCRE","Cauca",5131,1861,1358,42,48,288,173,63.7302670044826," 12"," 23","116","557","345"," 50","104","  1","102",1448
19807,"TIMBIO","Cauca",23417,11422,9006,268,523,885,1263,51.2234701285391," 214"," 908","1771","2226","2335"," 409"," 311","  55"," 254",9797
19809,"TIMBIQUI","Cauca",13646,5981,5336,127,37,172,346,56.1703063168694," 520","  16"," 895"," 283","2338","   5","  58","1142","  42",5500
19821,"TORIBIO","Cauca",15643,6834,1764,3287,131,1006,777,56.3127277376462,"332"," 51","185"," 50","733"," 16"," 54"," 26","186",5182
19824,"TOTORO","Cauca",9880,4390,2883,397,136,743,367,55.5668016194332,"  66"," 145"," 247"," 265","1851","  23","  61","  10","  79",3416
19845,"VILLA RICA","Cauca",12046,5808,4359,48,166,442,959,51.7848248381205," 651"," 164"," 377"," 676","2009","  76"," 106","  65","  69",4573
20011,"AGUACHICA","Cesar",59821,28385,22784,337,936,2304,2960,52.550107821668,"1921","5995","3750","4959","2208"," 364"," 859"," 886"," 906",24057
20013,"AGUSTIN CODAZZI","Cesar",41354,19267,15950,175,208,1201,1941,53.4095855298157,"3193","1949","1145","5730","1936"," 389"," 401"," 347"," 652",16333
20032,"ASTREA","Cesar",12767,6112,4954,53,36,399,706,52.1265763295998," 496"," 498"," 768","2165"," 290","   5"," 121"," 197"," 378",5043
20045,"BECERRIL","Cesar",13119,6098,4752,262,67,447,637,53.5177986126991," 579"," 576"," 289","2301"," 307","  34"," 175","  98"," 326",5081
20060,"BOSCONIA","Cesar",24224,11415,9469,67,171,920,959,52.8773117569353," 731","1683","1239","3643"," 960"," 178"," 283"," 191"," 390",9707
20175,"CHIMICHAGUA","Cesar",22844,10944,9140,94,103,561,1149,52.0924531605673,"1386"," 678","1938","3362"," 735","  12"," 435"," 190"," 301",9337
20178,"CHIRIGUANA","Cesar",18992,9183,7616,69,94,539,959,51.6480623420388," 486","1176"," 692","3241"," 878","  38"," 246"," 134"," 631",7779
20228,"CURUMANI","Cesar",23236,10871,8885,115,133,809,1062,53.2148390428645,"1123"," 775","1463","3442"," 590"," 102"," 571"," 260"," 426",9133
20238,"EL COPEY","Cesar",21109,9618,7984,78,265,764,792,54.4364962812071," 653","1190"," 915","4007"," 456","  28"," 133"," 105"," 232",8327
20250,"EL PASO","Cesar",17650,7478,6006,98,200,540,834,57.6317280453258," 252"," 526"," 254","2953"," 580","  31"," 291"," 137"," 782",6304
20295,"GAMARRA","Cesar",9811,5974,5102,31,59,304,537,39.109163184181," 862"," 351"," 681","1916"," 561","   8","  94"," 467"," 103",5192
20310,"GONZALEZ","Cesar",3893,2408,2064,5,27,105,234,38.1453891600308," 440","  33"," 179","1254","  31","   1","  42","  53","   4",2096
20383,"LA GLORIA","Cesar",10098,5485,4355,29,54,533,568,45.6823133293721," 445"," 625"," 219","1830"," 642","  33","  93"," 319","  95",4438
20400,"LA JAGUA DE IBIRICO","Cesar",21014,11310,9715,110,268,493,992,46.178737984201," 520"," 473"," 354","5719","1057"," 142"," 489"," 261"," 432",10093
20621,"LA PAZ","Cesar",18114,9968,8470,46,122,509,943,44.9707408634206," 608"," 753"," 561","5395"," 481","  28","  96"," 111"," 315",8638
20443,"MANAURE BALCON DEL CESAR (MANA","Cesar",6343,3419,2953,26,30,166,274,46.0980608544853,"  76"," 255"," 290","1363"," 546","  14","  58","  39"," 282",3009
20517,"PAILITAS","Cesar",13044,6084,5165,26,74,315,578,53.3578656853726," 408"," 186"," 519","1545"," 839","  17"," 518"," 155"," 904",5265
20550,"PELAYA","Cesar",12507,6527,5466,76,75,522,463,47.8132245942272," 852"," 361"," 600","1701"," 852","  10"," 113"," 660"," 242",5617
20570,"PUEBLO BELLO","Cesar",13544,5869,4097,387,40,749,636,56.6671588895452," 482"," 180"," 986","1799"," 180","   5"," 178","  63"," 184",4524
20614,"RIO DE ORO","Cesar",13558,7362,5880,60,106,727,695,45.6999557456852," 251"," 786"," 908","2839"," 387","   8"," 222"," 246"," 127",6046
20710,"SAN ALBERTO","Cesar",17110,7467,6241,60,224,509,657,56.3588544710695," 564","1298"," 443","1457","1460","  13"," 278"," 181"," 323",6525
20750,"SAN DIEGO","Cesar",12663,6768,5816,71,87,295,586,46.5529495380242," 455"," 749"," 462","2659"," 510","  22","  51","  92"," 729",5974
20770,"SAN MARTIN","Cesar",12990,7078,5617,58,146,746,657,45.5119322555812," 821","1385"," 673","1399"," 238","  19"," 265"," 151"," 520",5821
20787,"TAMALAMEQUE","Cesar",9766,4607,3918,14,47,261,414,52.8261314765513," 469"," 135"," 607","1540"," 326","   6"," 205"," 119"," 464",3979
20001,"VALLEDUPAR","Cesar",259018,110489,91419,2484,3184,5126,11460,57.343119011034,"13611","13732"," 8099","24726"," 8513"," 1047"," 2654"," 2077","13776",97087
27006,"ACANDI","Chocó",7871,3488,2518,51,54,498,421,55.6854275187397,"215","152","619","557","257"," 31"," 19","514","100",2623
27025,"ALTO BAUDO (PIE DE PATO)","Chocó",8984,3915,3377,173,2,258,107,56.4225289403384," 172","   6"," 406"," 647","  83","  18","  62"," 177","1804",3552
27050,"ATRATO (YUTO)","Chocó",8575,4227,3326,45,56,414,442,50.7055393586006," 324"," 116"," 725","1337"," 602","  49","  22","  42","  53",3427
27073,"BAGADO","Chocó",8727,2926,2098,338,11,265,225,66.4718689125702,"214"," 61","864","530","156"," 11"," 18","110","123",2447
27075,"BAHIA SOLANO (MUTIS)","Chocó",6953,3300,2397,75,44,547,281,52.5384726017546,"148","188","533","882","420"," 96"," 17"," 18"," 51",2516
27077,"BAJO BAUDO (PIZARRO)","Chocó",9591,4003,3327,114,4,303,259,58.2629548535085," 335","  29"," 681","1675"," 337"," 109","  30","  99","  28",3445
27099,"BOJAYA (BELLAVISTA)","Chocó",6615,2135,1829,114,11,104,88,67.7248677248677,"  54","  29","  86","1005"," 461"," 103","  52","  17","  11",1954
27150,"CARMEN DEL DARIEN","Chocó",5247,1705,1180,145,9,204,176,67.5052410901468," 34"," 18","339","349","382","  6","  3"," 37","  3",1334
27160,"CERTEGUI","Chocó",4011,2329,1654,91,23,289,295,41.9346796310147," 96"," 53","275","701","406"," 43","  5"," 17"," 35",1768
27205,"CONDOTO","Chocó",10110,4721,3674,36,71,482,529,53.3036597428289,"961","124","646","992","499","103"," 20","209"," 49",3781
27135,"EL CANTON DEL SAN PABLO (MAN.","Chocó",4058,2299,1978,34,16,97,190,43.3464760965993,"113"," 26","626","803","308"," 14"," 14"," 32"," 26",2028
27245,"EL CARMEN","Chocó",5538,2452,1376,223,54,479,374,55.7240881184543," 96","261","269","332","297","  4"," 22"," 19"," 22",1653
27250,"EL LITORAL DEL SAN JUAN","Chocó",6908,3431,2681,205,15,387,158,50.3329473074696,"  82","   4","1585"," 434"," 310","   6","  23"," 174","  48",2901
27361,"ISTMINA","Chocó",19537,9356,6552,217,233,1483,1104,52.111378410196," 756"," 395","1222","1576","1492"," 172","  81"," 548","  77",7002
27372,"JURADO","Chocó",2820,1035,564,177,10,196,98,63.2978723404255," 42"," 57"," 97","198","137","  2"," 18","  0","  3",751
27413,"LLORO","Chocó",7145,2694,1608,253,26,403,430,62.295311406578,"110"," 87","585","354","266"," 20","  8"," 62"," 90",1887
27425,"MEDIO ATRATO (BETE)","Chocó",5436,1655,1420,101,5,31,103,69.5548197203826,"132"," 20","252","293","454"," 77","  7","171","  9",1526
27430,"MEDIO BAUDO (PUERTO MELUK)","Chocó",7027,3364,2843,72,14,232,217,52.1275081827238," 182","  20"," 707","1345"," 192","  19","   8"," 289","  67",2929
27450,"MEDIO SAN JUAN","Chocó",7425,4173,2785,590,42,466,332,43.7979797979798,"138"," 27","953","881","502"," 16","  8","124"," 94",3417
27491,"NOVITA","Chocó",5035,2459,1601,20,23,554,284,51.1618669314796," 67"," 40","408","826","160","  9"," 15"," 43"," 10",1644
27495,"NUQUI","Chocó",5287,2374,1577,68,13,618,111,55.097408738415,"405"," 28","304","376","372"," 24","  8"," 16"," 31",1658
27001,"QUIBDO","Chocó",74310,32342,22820,1259,988,3014,5249,56.476921006594,"2623","2278","4087","6259","3632","1339"," 444"," 515"," 655",25067
27580,"RIO IRO","Chocó",3683,1745,1322,8,6,251,164,52.6201466196036,"259"," 11","155","591","277","  6","  3","  6","  8",1336
27600,"RIO QUITO (PAIMADO)","Chocó",5901,3182,2343,182,14,299,358,46.0769361125233,"290"," 45","744","527","576"," 14"," 16"," 44"," 73",2539
27615,"RIOSUCIO","Chocó",12915,5034,2452,1399,32,677,506,61.0220673635308," 289","  58"," 273"," 476","1186","  20","  34","  41","  43",3883
27660,"SAN JOSE DEL PALMAR","Chocó",4124,1586,1233,6,18,174,173,61.5421920465567," 31"," 30","692","355"," 52","  5","  9","  9"," 32",1257
27745,"SIPI","Chocó",2418,1038,847,13,6,129,49,57.0719602977668,"  8"," 17","239","311","172"," 38","  4"," 50","  2",866
27787,"TADO","Chocó",11574,5724,4270,66,53,613,775,50.5443234836703," 251"," 197","1242","1038","1292","  58","  27","  62","  50",4389
27800,"UNGUIA","Chocó",8168,3210,2224,74,75,643,269,60.7002938295788," 74","170","565","522","673","  2"," 16"," 80"," 47",2373
27810,"UNION PANAMERICANA (LAS ANIMAS","Chocó",4840,2775,1914,48,33,484,329,42.6652892561983,"147","132","359","751","334"," 25"," 20"," 80"," 33",1995
23068,"AYAPEL","Córdoba",30849,16069,13973,62,107,815,1219,47.9107912736231," 462","1258","1292","8308","1775","  24"," 134"," 537","  76",14142
23079,"BUENAVISTA","Córdoba",17541,9972,8936,24,85,506,506,43.1503335043612,"  51"," 218"," 374","6644","1417","   7","  81","  34","  25",9045
23090,"CANALETE","Córdoba",15606,8743,7166,25,46,745,807,43.9766756375753,"  76"," 159"," 902","2623","1973","  19","  59","1245","  64",7237
23162,"CERETE","Córdoba",68277,41513,35101,187,822,2998,3227,39.1991446607203," 1394"," 2973"," 9726","14256"," 3527","  346","  523"," 1006","  528",36110
23168,"CHIMA","Córdoba",12367,9091,8184,14,7,191,702,26.4898520255519,"  83","  99","1965","3701","1099","   9","  44","1089","  88",8205
23182,"CHINU","Córdoba",33698,23894,21603,56,173,978,1257,29.0937147605199,"  284","  505"," 4304","12873"," 2901","   11","   91","  237","  224",21832
23189,"CIENAGA DE ORO","Córdoba",39927,24621,21375,142,239,1281,1823,38.3349613043805,"  492","  767"," 4643","12369"," 1436","   53","  166"," 1006","  204",21756
23300,"COTORRA (BONGO)","Córdoba",12939,9351,8038,21,39,399,893,27.7301182471597," 134"," 276"," 984","4752","1677","  13","  36","  21"," 106",8098
23350,"LA APARTADA (FRONTERA)","Córdoba",12337,6898,6146,20,54,353,379,44.0868930858393," 172"," 105"," 377","5023"," 183","  52","  32"," 100","  48",6220
23417,"LORICA","Córdoba",80530,48123,43258,78,424,1559,3228,40.2421457841798,"  742"," 1230"," 7702","26208"," 5689","   63","  262","  347","  591",43760
23419,"LOS CORDOBAS","Córdoba",13109,7476,6070,51,52,652,703,42.970478297353," 211"," 308","1373","2548","1119","  24","  43"," 343","  49",6173
23464,"MOMIL","Córdoba",12439,8438,7681,25,38,203,529,32.1649650293432,"  66"," 158","3102","3388"," 756","  12","  35","  42","  84",7744
23466,"MONTELIBANO","Córdoba",52193,25459,21354,338,588,1568,2199,51.2214281608645," 1856"," 1113"," 4365","10708"," 1108","  235","  431","  446","  504",22280
23001,"MONTERIA","Córdoba",284696,153645,130718,969,3829,11275,10683,46.0319077191109," 3625","27013","35073","32219","17536"," 3125"," 2473"," 3840"," 1985",135516
23500,"MOÃITOS","Córdoba",17557,9972,8577,16,53,578,801,43.2021415959446," 101"," 378","1605","3705","1899","   8","  34"," 646"," 148",8646
23555,"PLANETA RICA","Córdoba",50484,28042,23990,157,353,1950,1945,44.4536882972823,"1311","1228","8454","9813","1885","  27"," 211"," 360"," 348",24500
23570,"PUEBLO NUEVO","Córdoba",22528,15487,13850,17,93,580,1040,31.2544389204545," 132"," 226","3305","8259","1527","  12","  51"," 187","  58",13960
23574,"PUERTO ESCONDIDO","Córdoba",17357,10195,8882,13,49,701,599,41.2628910526013,"  61"," 105"," 814","3561","2905","  59","  56","1240","  32",8944
23580,"PUERTO LIBERTADOR","Córdoba",24323,13473,11166,60,147,953,1294,44.6079842124738," 243"," 287","1266","7973"," 968","   8","  65","  80"," 129",11373
23586,"PURISIMA","Córdoba",12892,8594,7796,12,47,381,405,33.3385044989141," 161","  97","2544","4242"," 477","   6","  37"," 102","  83",7855
23660,"SAHAGUN","Córdoba",76171,46095,41621,120,319,1779,2575,39.4848433130719,"  296","  798"," 3459","33732"," 1806","  217","  262","  308","  424",42060
23670,"SAN ANDRES DE SOTAVENTO","Córdoba",26500,19833,17894,36,59,856,1047,25.1584905660377,"   95","  106","10690"," 3472"," 2879","   11","   53","  412","  117",17989
23672,"SAN ANTERO","Córdoba",19825,12656,10702,28,81,665,1261,36.1614123581337,"  94"," 326","1677","5687","2668","   6","  34","  44","  85",10811
23675,"SAN BERNARDO DEL VIENTO","Córdoba",25639,13612,11606,129,83,770,1107,46.9090058114591," 313"," 154","1388","7987","1372","  10","  88"," 115","  96",11818
23678,"SAN CARLOS","Córdoba",19307,11041,9291,44,67,718,988,42.8134873361993," 238"," 430","3019","3686","1471","  26","  65"," 199","  90",9402
23682,"SAN JOSE DE URE","Córdoba",6939,4032,3405,9,58,237,381,41.89364461738," 249","  59"," 680","1997"," 310","   3","  15","  13","  21",3472
23686,"SAN PELAYO","Córdoba",34617,20109,18468,33,125,646,962,41.9100441979374,"  241","  554"," 3137","11008"," 2750","  134","   81","  312","  126",18626
23807,"TIERRALTA","Córdoba",57404,29606,24378,575,354,2226,2427,48.4251968503937,"  719"," 1291"," 3222","15299"," 2570","   53","  285","  269","  316",25307
23815,"TUCHIN","Córdoba",19418,14933,12824,33,19,939,1137,23.0971263775878," 107"," 384","8590","1989"," 877","   6","  50"," 692"," 110",12876
23855,"VALENCIA","Córdoba",24303,14840,12616,61,147,1126,1037,38.937579722668," 109"," 368","2921","6573","2021"," 244","  89","  74","  70",12824
25001,"AGUA DE DIOS","Cundinamarca",9313,4793,4171,48,161,281,293,48.5343068828519,"1075"," 486"," 285"," 530","1291","  15","  89"," 186","  53",4380
25019,"ALBAN","Cundinamarca",4785,2010,1650,26,79,111,223,57.9937304075235,"177","632","252","197","216"," 12"," 24"," 10"," 51",1755
25035,"ANAPOIMA","Cundinamarca",10469,3859,3296,55,151,221,287,63.1387907154456," 470","1118"," 266"," 292"," 746","  39"," 121","  37","  56",3502
25040,"ANOLAIMA","Cundinamarca",11054,3940,3254,88,171,319,279,64.3567939207527," 337","1170"," 305"," 685"," 375","  22","  88","  45","  56",3513
25599,"APULO","Cundinamarca",6669,2928,2393,30,83,248,257,56.0953666216824,"481","711"," 70","413","437"," 73"," 39"," 53"," 33",2506
25053,"ARBELAEZ","Cundinamarca",8221,3730,3117,60,188,172,381,54.6283907067267," 78","861","984","309","189"," 72","137","141","158",3365
25086,"BELTRAN","Cundinamarca",1975,955,817,6,15,53,79,51.6455696202532,"381"," 74"," 39","169","109","  4","  5","  9"," 12",838
25095,"BITUIMA","Cundinamarca",2851,1106,856,6,32,147,97,61.2065941774816," 85","204","234","159"," 77","  5"," 23"," 18"," 19",894
25099,"BOJACA","Cundinamarca",5205,2998,2353,71,175,180,394,42.4015369836696,"338","484","220","336","459"," 26"," 74"," 87","154",2599
25120,"CABRERA","Cundinamarca",3286,1229,961,19,51,148,101,62.5989044430919," 53"," 66","184","245","112","  5","204"," 14"," 27",1031
25123,"CACHIPAY","Cundinamarca",8468,3182,2627,66,150,261,228,62.4232404345772,"313","635","183","645","376"," 44"," 72","110"," 99",2843
25126,"CAJICA","Cundinamarca",34210,15370,11698,518,1841,618,2536,55.0716164864075," 557","2770","1066","2389","1405"," 487"," 604","  81"," 498",14057
25148,"CAPARRAPI","Cundinamarca",10251,3957,3152,48,122,596,161,61.3988879133743," 163"," 899","1024"," 356"," 166","  20","  42"," 331","  29",3322
25151,"CAQUEZA","Cundinamarca",14059,5677,4546,110,382,391,630,59.6201721317306," 408","1101","1276"," 911"," 158","  55"," 125","  44","  86",5038
25154,"CARMEN DE CARUPA","Cundinamarca",6044,2752,2337,65,226,176,174,54.4672402382528,"137","154","945","394","258"," 30"," 50","134","  9",2628
25168,"CHAGUANI","Cundinamarca",3661,1651,1439,14,24,85,113,54.9030319584813,"160","307","102","474","339","  5"," 21","  1","  6",1477
25175,"CHIA","Cundinamarca",76914,31631,25226,1018,3703,821,4566,58.8748472319734,"1993","7251","2043","2784","2980"," 633","1560"," 601","1678",29947
25178,"CHIPAQUE","Cundinamarca",6953,3265,2768,36,196,162,299,53.0418524377966," 101"," 804"," 357","1033"," 126","   9","  85","  11","  46",3000
25181,"CHOACHI","Cundinamarca",11066,4918,4230,79,324,195,414,55.5575637086571," 210"," 945","1776"," 625","  81","  24"," 168","  18","  59",4633
25183,"CHOCONTA","Cundinamarca",13419,5849,4451,278,784,379,741,56.4125493702958,"318","581","944","383","973"," 44"," 86","234","104",5513
25200,"COGUA","Cundinamarca",12032,5888,4562,205,570,368,753,51.063829787234," 407"," 961"," 540"," 520","1110","  59"," 204","  49"," 142",5337
25214,"COTA","Cundinamarca",20353,9068,7815,190,666,213,850,55.4463715422788," 695","1886"," 637","2306"," 742","  87"," 280"," 146"," 370",8671
